Descriptif de l'échantillon;;"Erpouvette courbe 60°"
Géométrie;;"Rectangulaire"
Épaisseur;(mm);"4.00"
Largeur;(mm);"10.00"
Longueur;(mm);"45.00"

Tableau de résultats 1
;Numéro d'éprouvette;Vitesse d'essai;Contrainte Maximum ;Allongement max;Module de Young ;Contrainte  à Rupture ;Allongement à rupture
;;(mm/min);(MPa);(%);(MPa);(MPa);(%)
"1";"PETG-30-010824-1";"50.00";"32.68";"21.38";"271.15";"5.97";"24.75"
"2";"PETG-30-010824-2";"50.00";"21.23";"12.56";"275.91";"0.03";"32.05"
"3";"PETG-30-010824-3";"50.00";"28.12";"19.75";"269.44";"0.01";"35.49"
"4";"PETG-30-010824-4";"50.00";"32.99";"22.16";"284.15";"2.91";"26.08"
"5";"PETG-30-010824-5";"50.00";"21.82";"12.31";"286.76";"0.00";"30.68"
"6";"PETG-30-010824-6";"50.00";"34.91";"21.16";"279.78";"0.01";"40.53"
"7";"PETG-30-010824-7";"50.00";"21.74";"12.56";"280.48";"0.00";"29.23"
"Moyenne";"";"50.00";"27.64";"17.41";"278.24";"1.28";"31.26"

Tableau de résultats 2


1;Temps;Déplacement;Force;Contrainte de traction;Déformation de traction (Déplacement)
;(s);(mm);(kN);(MPa);(%)
"";"14.8400";"12.3542";"0.0474";"1.1859";"27.4537"
"";"14.8600";"12.3709";"0.0464";"1.1603";"27.4909"
"";"14.8800";"12.3875";"0.0454";"1.1361";"27.5277"
"";"14.9000";"12.4042";"0.0446";"1.1141";"27.5648"
"";"14.9200";"12.4210";"0.0438";"1.0951";"27.6023"
"";"14.9400";"12.4376";"0.0431";"1.0780";"27.6392"
"";"14.9600";"12.4543";"0.0425";"1.0616";"27.6761"
"";"14.9800";"12.4708";"0.0419";"1.0469";"27.7130"
"";"15.0000";"12.4875";"0.0413";"1.0337";"27.7501"
"";"15.0200";"12.5044";"0.0408";"1.0198";"27.7875"
"";"15.0400";"12.5209";"0.0403";"1.0071";"27.8243"
"";"15.0600";"12.5375";"0.0397";"0.9925";"27.8611"
"";"15.0800";"12.5541";"0.0390";"0.9755";"27.8979"
"";"15.1000";"12.5707";"0.0382";"0.9562";"27.9350"
"";"15.1200";"12.5877";"0.0373";"0.9318";"27.9727"
"";"15.1400";"12.6042";"0.0362";"0.9046";"28.0094"
"";"15.1600";"12.6207";"0.0351";"0.8778";"28.0460"
"";"15.1800";"12.6374";"0.0342";"0.8554";"28.0832"
"";"15.2000";"12.6541";"0.0336";"0.8390";"28.1202"
"";"15.2200";"12.6709";"0.0330";"0.8243";"28.1575"
"";"15.2400";"12.6874";"0.0325";"0.8116";"28.1943"
"";"15.2600";"12.7040";"0.0320";"0.7997";"28.2311"
"";"15.2800";"12.7208";"0.0315";"0.7875";"28.2684"
"";"15.3000";"12.7376";"0.0310";"0.7753";"28.3057"
"";"15.3200";"12.7543";"0.0305";"0.7628";"28.3430"
"";"15.3400";"12.7708";"0.0301";"0.7515";"28.3796"
"";"15.3600";"12.7873";"0.0296";"0.7412";"28.4162"
"";"15.3800";"12.8041";"0.0292";"0.7312";"28.4536"
"";"15.4000";"12.8209";"0.0288";"0.7207";"28.4908"
"";"15.4200";"12.8374";"0.0284";"0.7096";"28.5277"
"";"15.4400";"12.8541";"0.0279";"0.6985";"28.5647"
"";"15.4600";"12.8707";"0.0275";"0.6874";"28.6015"
"";"15.4800";"12.8875";"0.0270";"0.6761";"28.6388"
"";"15.5000";"12.9043";"0.0266";"0.6655";"28.6762"
"";"15.5200";"12.9209";"0.0262";"0.6556";"28.7130"
"";"15.5400";"12.9375";"0.0258";"0.6459";"28.7501"
"";"15.5600";"12.9541";"0.0254";"0.6362";"28.7869"
"";"15.5800";"12.9709";"0.0251";"0.6264";"28.8242"
"";"15.6000";"12.9876";"0.0246";"0.6150";"28.8614"
"";"15.6200";"13.0042";"0.0241";"0.6017";"28.8982"
"";"15.6400";"13.0209";"0.0236";"0.5888";"28.9353"
"";"15.6600";"13.0375";"0.0231";"0.5765";"28.9723"
"";"15.6800";"13.0542";"0.0226";"0.5655";"29.0094"
"";"15.7000";"13.0711";"0.0222";"0.5556";"29.0468"
"";"15.7200";"13.0876";"0.0218";"0.5462";"29.0836"
"";"15.7400";"13.1042";"0.0215";"0.5367";"29.1204"
"";"15.7600";"13.1209";"0.0210";"0.5259";"29.1576"
"";"15.7800";"13.1375";"0.0205";"0.5134";"29.1945"
"";"15.8000";"13.1543";"0.0200";"0.5002";"29.2317"
"";"15.8200";"13.1708";"0.0195";"0.4885";"29.2686"
"";"15.8400";"13.1874";"0.0192";"0.4790";"29.3054"
"";"15.8600";"13.2041";"0.0188";"0.4702";"29.3425"
"";"15.8800";"13.2208";"0.0185";"0.4619";"29.3795"
"";"15.9000";"13.2376";"0.0182";"0.4541";"29.4170"
"";"15.9200";"13.2542";"0.0179";"0.4465";"29.4538"
"";"15.9400";"13.2707";"0.0175";"0.4387";"29.4906"
"";"15.9600";"13.2875";"0.0172";"0.4294";"29.5278"
"";"15.9800";"13.3042";"0.0168";"0.4202";"29.5648"
"";"16.0000";"13.3208";"0.0164";"0.4099";"29.6019"
"";"16.0200";"13.3375";"0.0159";"0.3966";"29.6389"
"";"16.0400";"13.3540";"0.0152";"0.3805";"29.6755"
"";"16.0600";"13.3708";"0.0147";"0.3665";"29.7129"
"";"16.0800";"13.3875";"0.0143";"0.3563";"29.7501"
"";"16.1000";"13.4043";"0.0139";"0.3470";"29.7874"
"";"16.1200";"13.4210";"0.0135";"0.3378";"29.8244"
"";"16.1400";"13.4375";"0.0132";"0.3290";"29.8610"
"";"16.1600";"13.4542";"0.0128";"0.3205";"29.8983"
"";"16.1800";"13.4710";"0.0125";"0.3125";"29.9355"
"";"16.2000";"13.4876";"0.0122";"0.3050";"29.9724"
"";"16.2200";"13.5042";"0.0119";"0.2986";"30.0094"
"";"16.2400";"13.5209";"0.0117";"0.2921";"30.0464"
"";"16.2600";"13.5376";"0.0114";"0.2860";"30.0836"
"";"16.2800";"13.5545";"0.0112";"0.2789";"30.1211"
"";"16.3000";"13.5710";"0.0109";"0.2714";"30.1578"
"";"16.3200";"13.5876";"0.0105";"0.2618";"30.1946"
"";"16.3400";"13.6043";"0.0101";"0.2523";"30.2317"
"";"16.3600";"13.6210";"0.0097";"0.2427";"30.2688"
"";"16.3800";"13.6377";"0.0094";"0.2345";"30.3061"
"";"16.4000";"13.6542";"0.0091";"0.2274";"30.3427"
"";"16.4200";"13.6708";"0.0088";"0.2208";"30.3796"
"";"16.4400";"13.6876";"0.0086";"0.2146";"30.4168"
"";"16.4600";"13.7042";"0.0083";"0.2081";"30.4539"
"";"16.4800";"13.7210";"0.0081";"0.2017";"30.4912"
"";"16.5000";"13.7376";"0.0078";"0.1943";"30.5280"
"";"16.5200";"13.7542";"0.0074";"0.1841";"30.5648"
"";"16.5400";"13.7709";"0.0066";"0.1653";"30.6021"
"";"16.5600";"13.7875";"0.0056";"0.1407";"30.6390"
"";"16.5800";"13.8042";"0.0040";"0.0995";"30.6761"
"";"16.6000";"13.8208";"0.0025";"0.0614";"30.7130"
"";"16.6200";"13.8374";"0.0019";"0.0478";"30.7497"
"";"16.6400";"13.8541";"0.0018";"0.0457";"30.7869"
"";"16.6600";"13.8709";"0.0019";"0.0470";"30.8241"
"";"16.6800";"13.8876";"0.0019";"0.0463";"30.8614"
"";"16.7000";"13.9042";"0.0016";"0.0410";"30.8983"
"";"16.7200";"13.9208";"0.0014";"0.0347";"30.9350"
"";"16.7400";"13.9375";"0.0013";"0.0319";"30.9722"
"";"16.7600";"13.9542";"0.0012";"0.0309";"31.0093"
"";"16.7800";"13.9708";"0.0012";"0.0295";"31.0463"
"";"16.8000";"13.9875";"0.0012";"0.0289";"31.0834"
"";"16.8200";"14.0041";"0.0012";"0.0289";"31.1203"
"";"16.8400";"14.0208";"0.0012";"0.0290";"31.1574"
"";"16.8600";"14.0377";"0.0012";"0.0291";"31.1949"
"";"16.8800";"14.0543";"0.0012";"0.0298";"31.2318"
"";"16.9000";"14.0709";"0.0012";"0.0301";"31.2686"
"";"16.9200";"14.0874";"0.0012";"0.0297";"31.3054"
"";"16.9400";"14.1041";"0.0012";"0.0306";"31.3425"
"";"16.9600";"14.1210";"0.0012";"0.0308";"31.3800"
"";"16.9800";"14.1376";"0.0012";"0.0307";"31.4169"
"";"17.0000";"14.1542";"0.0012";"0.0309";"31.4538"
"";"17.0200";"14.1708";"0.0013";"0.0314";"31.4908"
"";"17.0400";"14.1875";"0.0013";"0.0317";"31.5279"
"";"17.0600";"14.2044";"0.0013";"0.0314";"31.5654"
"";"17.0800";"14.2209";"0.0013";"0.0314";"31.6021"
"";"17.1000";"14.2375";"0.0013";"0.0313";"31.6388"
"";"17.1200";"14.2542";"0.0013";"0.0318";"31.6760"
"";"17.1400";"14.2708";"0.0013";"0.0316";"31.7129"
"";"17.1600";"14.2876";"0.0013";"0.0320";"31.7502"
"";"17.1800";"14.3041";"0.0013";"0.0320";"31.7870"
"";"17.2000";"14.3207";"0.0012";"0.0312";"31.8238"
"";"17.2200";"14.3375";"0.0012";"0.0310";"31.8610"
"";"17.2400";"14.3542";"0.0012";"0.0297";"31.8983"
"";"17.2600";"14.3710";"0.0012";"0.0292";"31.9355"
"";"17.2800";"14.3875";"0.0012";"0.0292";"31.9722"
"";"17.3000";"14.4040";"0.0012";"0.0291";"32.0089"
"";"17.3200";"14.4208";"0.0011";"0.0283";"32.0463"
"";"17.3400";"14.4375";"0.0011";"0.0274";"32.0833"
"";"17.3600";"14.4540";"0.0010";"0.0261";"32.1201"
"";"17.3800";"14.4707";"0.0010";"0.0242";"32.1571"
"";"17.4000";"14.4873";"0.0009";"0.0221";"32.1939"
"";"17.4130";"14.4982";"0.0008";"0.0203";"32.2182"
3;Temps;Déplacement;Force;Contrainte de traction;Déformation de traction (Déplacement)
;(s);(mm);(kN);(MPa);(%)
"";"0.0000";"0.0000";"0.0003";"0.0063";"0.0000"
"";"0.0200";"0.0048";"0.0004";"0.0095";"0.0106"
"";"0.0400";"0.0216";"0.0007";"0.0187";"0.0479"
"";"0.0600";"0.0389";"0.0011";"0.0272";"0.0865"
"";"0.0800";"0.0555";"0.0020";"0.0509";"0.1234"
"";"0.1000";"0.0720";"0.0038";"0.0956";"0.1601"
"";"0.1200";"0.0884";"0.0059";"0.1481";"0.1964"
"";"0.1400";"0.1050";"0.0080";"0.2004";"0.2334"
"";"0.1600";"0.1216";"0.0101";"0.2515";"0.2703"
"";"0.1800";"0.1383";"0.0121";"0.3014";"0.3072"
"";"0.2000";"0.1548";"0.0141";"0.3533";"0.3440"
"";"0.2200";"0.1713";"0.0162";"0.4057";"0.3806"
"";"0.2400";"0.1880";"0.0181";"0.4513";"0.4177"
"";"0.2600";"0.2046";"0.0182";"0.4539";"0.4546"
"";"0.2800";"0.2211";"0.0178";"0.4462";"0.4914"
"";"0.3000";"0.2377";"0.0193";"0.4830";"0.5282"
"";"0.3200";"0.2542";"0.0219";"0.5472";"0.5650"
"";"0.3400";"0.2709";"0.0247";"0.6173";"0.6021"
"";"0.3600";"0.2878";"0.0275";"0.6869";"0.6396"
"";"0.3800";"0.3044";"0.0302";"0.7540";"0.6764"
"";"0.4000";"0.3210";"0.0328";"0.8195";"0.7133"
"";"0.4200";"0.3376";"0.0354";"0.8853";"0.7502"
"";"0.4400";"0.3542";"0.0380";"0.9505";"0.7872"
"";"0.4600";"0.3710";"0.0407";"1.0172";"0.8244"
"";"0.4800";"0.3875";"0.0434";"1.0839";"0.8611"
"";"0.5000";"0.4041";"0.0460";"1.1499";"0.8980"
"";"0.5200";"0.4207";"0.0487";"1.2186";"0.9349"
"";"0.5400";"0.4374";"0.0515";"1.2880";"0.9720"
"";"0.5600";"0.4542";"0.0544";"1.3600";"1.0094"
"";"0.5800";"0.4708";"0.0574";"1.4340";"1.0461"
"";"0.6000";"0.4873";"0.0603";"1.5071";"1.0829"
"";"0.6200";"0.5041";"0.0632";"1.5806";"1.1202"
"";"0.6400";"0.5207";"0.0662";"1.6560";"1.1571"
"";"0.6600";"0.5375";"0.0693";"1.7325";"1.1944"
"";"0.6800";"0.5541";"0.0724";"1.8089";"1.2313"
"";"0.7000";"0.5706";"0.0754";"1.8861";"1.2681"
"";"0.7200";"0.5874";"0.0785";"1.9635";"1.3053"
"";"0.7400";"0.6041";"0.0817";"2.0422";"1.3425"
"";"0.7600";"0.6209";"0.0848";"2.1203";"1.3799"
"";"0.7800";"0.6375";"0.0879";"2.1985";"1.4166"
"";"0.8000";"0.6540";"0.0911";"2.2775";"1.4534"
"";"0.8200";"0.6708";"0.0943";"2.3563";"1.4906"
"";"0.8400";"0.6875";"0.0974";"2.4355";"1.5277"
"";"0.8600";"0.7042";"0.1006";"2.5155";"1.5648"
"";"0.8800";"0.7208";"0.1038";"2.5941";"1.6018"
"";"0.9000";"0.7373";"0.1069";"2.6727";"1.6385"
"";"0.9200";"0.7541";"0.1101";"2.7519";"1.6758"
"";"0.9400";"0.7710";"0.1133";"2.8323";"1.7132"
"";"0.9600";"0.7876";"0.1165";"2.9135";"1.7501"
"";"0.9800";"0.8042";"0.1198";"2.9944";"1.7870"
"";"1.0000";"0.8207";"0.1230";"3.0757";"1.8238"
"";"1.0200";"0.8375";"0.1263";"3.1574";"1.8610"
"";"1.0400";"0.8542";"0.1296";"3.2405";"1.8983"
"";"1.0600";"0.8708";"0.1330";"3.3239";"1.9350"
"";"1.0800";"0.8874";"0.1363";"3.4079";"1.9720"
"";"1.1000";"0.9040";"0.1397";"3.4914";"2.0089"
"";"1.1200";"0.9208";"0.1430";"3.5759";"2.0461"
"";"1.1400";"0.9376";"0.1465";"3.6625";"2.0835"
"";"1.1600";"0.9540";"0.1500";"3.7496";"2.1201"
"";"1.1800";"0.9706";"0.1534";"3.8362";"2.1569"
"";"1.2000";"0.9873";"0.1569";"3.9228";"2.1941"
"";"1.2200";"1.0040";"0.1604";"4.0103";"2.2311"
"";"1.2400";"1.0207";"0.1639";"4.0981";"2.2682"
"";"1.2600";"1.0372";"0.1674";"4.1853";"2.3049"
"";"1.2800";"1.0539";"0.1709";"4.2733";"2.3419"
"";"1.3000";"1.0706";"0.1745";"4.3622";"2.3792"
"";"1.3200";"1.0874";"0.1781";"4.4518";"2.4163"
"";"1.3400";"1.1042";"0.1817";"4.5430";"2.4538"
"";"1.3600";"1.1207";"0.1853";"4.6333";"2.4905"
"";"1.3800";"1.1373";"0.1889";"4.7226";"2.5274"
"";"1.4000";"1.1541";"0.1925";"4.8128";"2.5646"
"";"1.4200";"1.1707";"0.1961";"4.9035";"2.6015"
"";"1.4400";"1.1874";"0.1998";"4.9939";"2.6386"
"";"1.4600";"1.2040";"0.2034";"5.0854";"2.6756"
"";"1.4800";"1.2206";"0.2071";"5.1776";"2.7125"
"";"1.5000";"1.2374";"0.2108";"5.2700";"2.7498"
"";"1.5200";"1.2541";"0.2145";"5.3616";"2.7869"
"";"1.5400";"1.2708";"0.2182";"5.4546";"2.8240"
"";"1.5600";"1.2875";"0.2219";"5.5472";"2.8611"
"";"1.5800";"1.3040";"0.2256";"5.6389";"2.8978"
"";"1.6000";"1.3208";"0.2293";"5.7320";"2.9350"
"";"1.6200";"1.3375";"0.2330";"5.8251";"2.9721"
"";"1.6400";"1.3541";"0.2368";"5.9198";"3.0090"
"";"1.6600";"1.3707";"0.2405";"6.0125";"3.0461"
"";"1.6800";"1.3873";"0.2442";"6.1057";"3.0828"
"";"1.7000";"1.4040";"0.2480";"6.1992";"3.1199"
"";"1.7200";"1.4209";"0.2517";"6.2936";"3.1574"
"";"1.7400";"1.4374";"0.2556";"6.3890";"3.1943"
"";"1.7600";"1.4540";"0.2594";"6.4840";"3.2311"
"";"1.7800";"1.4706";"0.2632";"6.5788";"3.2681"
"";"1.8000";"1.4873";"0.2670";"6.6744";"3.3051"
"";"1.8200";"1.5041";"0.2708";"6.7708";"3.3424"
"";"1.8400";"1.5206";"0.2747";"6.8669";"3.3791"
"";"1.8600";"1.5372";"0.2785";"6.9628";"3.4160"
"";"1.8800";"1.5539";"0.2824";"7.0590";"3.4530"
"";"1.9000";"1.5706";"0.2862";"7.1545";"3.4903"
"";"1.9200";"1.5875";"0.2901";"7.2515";"3.5278"
"";"1.9400";"1.6040";"0.2940";"7.3491";"3.5644"
"";"1.9600";"1.6203";"0.2978";"7.4456";"3.6008"
"";"1.9800";"1.6372";"0.3017";"7.5418";"3.6381"
"";"2.0000";"1.6539";"0.3056";"7.6389";"3.6754"
"";"2.0200";"1.6707";"0.3095";"7.7386";"3.7126"
"";"2.0400";"1.6872";"0.3135";"7.8375";"3.7494"
"";"2.0600";"1.7038";"0.3174";"7.9354";"3.7862"
"";"2.0800";"1.7206";"0.3213";"8.0335";"3.8235"
"";"2.1000";"1.7374";"0.3253";"8.1324";"3.8608"
"";"2.1200";"1.7541";"0.3292";"8.2310";"3.8980"
"";"2.1400";"1.7707";"0.3332";"8.3298";"3.9348"
"";"2.1600";"1.7872";"0.3371";"8.4281";"3.9716"
"";"2.1800";"1.8041";"0.3411";"8.5265";"4.0090"
"";"2.2000";"1.8208";"0.3451";"8.6264";"4.0463"
"";"2.2200";"1.8374";"0.3493";"8.7315";"4.0832"
"";"2.2400";"1.8540";"0.3535";"8.8373";"4.1200"
"";"2.2600";"1.8706";"0.3578";"8.9439";"4.1569"
"";"2.2800";"1.8874";"0.3620";"9.0509";"4.1941"
"";"2.3000";"1.9042";"0.3663";"9.1572";"4.2316"
"";"2.3200";"1.9208";"0.3705";"9.2637";"4.2684"
"";"2.3400";"1.9374";"0.3748";"9.3704";"4.3053"
"";"2.3600";"1.9540";"0.3791";"9.4777";"4.3422"
"";"2.3800";"1.9707";"0.3833";"9.5831";"4.3793"
"";"2.4000";"1.9874";"0.3875";"9.6885";"4.4166"
"";"2.4200";"2.0040";"0.3918";"9.7947";"4.4533"
"";"2.4400";"2.0207";"0.3961";"9.9014";"4.4905"
"";"2.4600";"2.0373";"0.4003";"10.0068";"4.5274"
"";"2.4800";"2.0540";"0.4045";"10.1128";"4.5643"
"";"2.5000";"2.0708";"0.4088";"10.2192";"4.6018"
"";"2.5200";"2.0874";"0.4130";"10.3249";"4.6386"
"";"2.5400";"2.1040";"0.4172";"10.4294";"4.6755"
"";"2.5600";"2.1207";"0.4214";"10.5344";"4.7126"
"";"2.5800";"2.1373";"0.4256";"10.6399";"4.7495"
"";"2.6000";"2.1540";"0.4298";"10.7450";"4.7867"
"";"2.6200";"2.1706";"0.4339";"10.8486";"4.8235"
"";"2.6400";"2.1871";"0.4381";"10.9522";"4.8603"
"";"2.6600";"2.2038";"0.4422";"11.0562";"4.8974"
"";"2.6800";"2.2206";"0.4464";"11.1608";"4.9346"
"";"2.7000";"2.2374";"0.4506";"11.2657";"4.9720"
"";"2.7200";"2.2540";"0.4548";"11.3695";"5.0089"
"";"2.7400";"2.2706";"0.4589";"11.4728";"5.0457"
"";"2.7600";"2.2873";"0.4630";"11.5758";"5.0829"
"";"2.7800";"2.3040";"0.4671";"11.6786";"5.1199"
"";"2.8000";"2.3206";"0.4712";"11.7799";"5.1570"
"";"2.8200";"2.3373";"0.4753";"11.8817";"5.1941"
"";"2.8400";"2.3539";"0.4793";"11.9835";"5.2309"
"";"2.8600";"2.3706";"0.4834";"12.0852";"5.2681"
"";"2.8800";"2.3875";"0.4875";"12.1864";"5.3055"
"";"2.9000";"2.4041";"0.4915";"12.2869";"5.3425"
"";"2.9200";"2.4208";"0.4955";"12.3871";"5.3795"
"";"2.9400";"2.4373";"0.4995";"12.4873";"5.4161"
"";"2.9600";"2.4540";"0.5034";"12.5858";"5.4534"
"";"2.9800";"2.4708";"0.5074";"12.6851";"5.4907"
"";"3.0000";"2.4874";"0.5113";"12.7836";"5.5275"
"";"3.0200";"2.5040";"0.5152";"12.8806";"5.5646"
"";"3.0400";"2.5207";"0.5191";"12.9766";"5.6015"
"";"3.0600";"2.5374";"0.5229";"13.0731";"5.6387"
"";"3.0800";"2.5543";"0.5268";"13.1692";"5.6761"
"";"3.1000";"2.5708";"0.5306";"13.2653";"5.7129"
"";"3.1200";"2.5874";"0.5344";"13.3605";"5.7497"
"";"3.1400";"2.6041";"0.5382";"13.4550";"5.7868"
"";"3.1600";"2.6207";"0.5419";"13.5476";"5.8238"
"";"3.1800";"2.6374";"0.5456";"13.6403";"5.8610"
"";"3.2000";"2.6539";"0.5493";"13.7320";"5.8976"
"";"3.2200";"2.6705";"0.5530";"13.8238";"5.9346"
"";"3.2400";"2.6873";"0.5566";"13.9155";"5.9717"
"";"3.2600";"2.7040";"0.5603";"14.0074";"6.0089"
"";"3.2800";"2.7209";"0.5640";"14.0990";"6.0464"
"";"3.3000";"2.7374";"0.5676";"14.1892";"6.0832"
"";"3.3200";"2.7540";"0.5711";"14.2772";"6.1200"
"";"3.3400";"2.7707";"0.5746";"14.3651";"6.1572"
"";"3.3600";"2.7874";"0.5781";"14.4522";"6.1942"
"";"3.3800";"2.8040";"0.5816";"14.5399";"6.2311"
"";"3.4000";"2.8206";"0.5851";"14.6263";"6.2679"
"";"3.4200";"2.8371";"0.5885";"14.7114";"6.3048"
"";"3.4400";"2.8539";"0.5918";"14.7962";"6.3419"
"";"3.4600";"2.8706";"0.5953";"14.8820";"6.3792"
"";"3.4800";"2.8874";"0.5987";"14.9675";"6.4164"
"";"3.5000";"2.9040";"0.6021";"15.0522";"6.4534"
"";"3.5200";"2.9205";"0.6054";"15.1346";"6.4901"
"";"3.5400";"2.9373";"0.6087";"15.2168";"6.5274"
"";"3.5600";"2.9540";"0.6119";"15.2986";"6.5645"
"";"3.5800";"2.9706";"0.6152";"15.3801";"6.6014"
"";"3.6000";"2.9873";"0.6184";"15.4606";"6.6384"
"";"3.6200";"3.0039";"0.6216";"15.5404";"6.6753"
"";"3.6400";"3.0206";"0.6248";"15.6188";"6.7125"
"";"3.6600";"3.0375";"0.6279";"15.6971";"6.7500"
"";"3.6800";"3.0541";"0.6311";"15.7767";"6.7869"
"";"3.7000";"3.0707";"0.6342";"15.8540";"6.8237"
"";"3.7200";"3.0872";"0.6372";"15.9297";"6.8605"
"";"3.7400";"3.1040";"0.6402";"16.0052";"6.8977"
"";"3.7600";"3.1208";"0.6432";"16.0811";"6.9351"
"";"3.7800";"3.1373";"0.6463";"16.1568";"6.9718"
"";"3.8000";"3.1539";"0.6492";"16.2309";"7.0088"
"";"3.8200";"3.1706";"0.6522";"16.3043";"7.0458"
"";"3.8400";"3.1874";"0.6551";"16.3775";"7.0830"
"";"3.8600";"3.2042";"0.6580";"16.4500";"7.1205"
"";"3.8800";"3.2207";"0.6608";"16.5212";"7.1572"
"";"3.9000";"3.2373";"0.6637";"16.5918";"7.1939"
"";"3.9200";"3.2540";"0.6665";"16.6614";"7.2311"
"";"3.9400";"3.2707";"0.6692";"16.7306";"7.2681"
"";"3.9600";"3.2873";"0.6720";"16.7991";"7.3052"
"";"3.9800";"3.3040";"0.6747";"16.8678";"7.3421"
"";"4.0000";"3.3205";"0.6774";"16.9348";"7.3790"
"";"4.0200";"3.3373";"0.6801";"17.0019";"7.4162"
"";"4.0400";"3.3540";"0.6827";"17.0679";"7.4534"
"";"4.0600";"3.3708";"0.6853";"17.1337";"7.4907"
"";"4.0800";"3.3873";"0.6879";"17.1982";"7.5274"
"";"4.1000";"3.4038";"0.6904";"17.2612";"7.5641"
"";"4.1200";"3.4206";"0.6930";"17.3242";"7.6013"
"";"4.1400";"3.4372";"0.6954";"17.3859";"7.6383"
"";"4.1600";"3.4539";"0.6979";"17.4486";"7.6753"
"";"4.1800";"3.4706";"0.7004";"17.5104";"7.7123"
"";"4.2000";"3.4871";"0.7028";"17.5705";"7.7492"
"";"4.2200";"3.5039";"0.7052";"17.6301";"7.7864"
"";"4.2400";"3.5207";"0.7076";"17.6892";"7.8238"
"";"4.2600";"3.5373";"0.7100";"17.7496";"7.8607"
"";"4.2800";"3.5540";"0.7123";"17.8084";"7.8978"
"";"4.3000";"3.5706";"0.7146";"17.8647";"7.9346"
"";"4.3200";"3.5873";"0.7169";"17.9216";"7.9718"
"";"4.3400";"3.6040";"0.7191";"17.9780";"8.0089"
"";"4.3600";"3.6206";"0.7213";"18.0333";"8.0458"
"";"4.3800";"3.6373";"0.7235";"18.0866";"8.0829"
"";"4.4000";"3.6539";"0.7257";"18.1413";"8.1199"
"";"4.4200";"3.6707";"0.7278";"18.1951";"8.1570"
"";"4.4400";"3.6875";"0.7300";"18.2489";"8.1945"
"";"4.4600";"3.7041";"0.7321";"18.3021";"8.2314"
"";"4.4800";"3.7207";"0.7341";"18.3533";"8.2683"
"";"4.5000";"3.7374";"0.7361";"18.4037";"8.3053"
"";"4.5200";"3.7540";"0.7382";"18.4545";"8.3422"
"";"4.5400";"3.7708";"0.7402";"18.5055";"8.3795"
"";"4.5600";"3.7874";"0.7422";"18.5554";"8.4164"
"";"4.5800";"3.8039";"0.7442";"18.6040";"8.4532"
"";"4.6000";"3.8206";"0.7461";"18.6519";"8.4903"
"";"4.6200";"3.8374";"0.7480";"18.6997";"8.5275"
"";"4.6400";"3.8543";"0.7499";"18.7483";"8.5650"
"";"4.6600";"3.8708";"0.7518";"18.7957";"8.6018"
"";"4.6800";"3.8873";"0.7537";"18.8417";"8.6384"
"";"4.7000";"3.9040";"0.7555";"18.8871";"8.6756"
"";"4.7200";"3.9207";"0.7573";"18.9327";"8.7127"
"";"4.7400";"3.9374";"0.7592";"18.9793";"8.7498"
"";"4.7600";"3.9540";"0.7610";"19.0244";"8.7867"
"";"4.7800";"3.9705";"0.7627";"19.0679";"8.8234"
"";"4.8000";"3.9873";"0.7645";"19.1117";"8.8607"
"";"4.8200";"4.0041";"0.7662";"19.1556";"8.8981"
"";"4.8400";"4.0208";"0.7680";"19.2007";"8.9352"
"";"4.8600";"4.0374";"0.7697";"19.2436";"8.9720"
"";"4.8800";"4.0540";"0.7714";"19.2848";"9.0088"
"";"4.9000";"4.0708";"0.7731";"19.3265";"9.0462"
"";"4.9200";"4.0875";"0.7747";"19.3681";"9.0833"
"";"4.9400";"4.1040";"0.7764";"19.4096";"9.1201"
"";"4.9600";"4.1207";"0.7780";"19.4508";"9.1571"
"";"4.9800";"4.1373";"0.7797";"19.4921";"9.1940"
"";"5.0000";"4.1540";"0.7813";"19.5320";"9.2312"
"";"5.0200";"4.1709";"0.7829";"19.5721";"9.2686"
"";"5.0400";"4.1874";"0.7845";"19.6125";"9.3054"
"";"5.0600";"4.2040";"0.7860";"19.6502";"9.3423"
"";"5.0800";"4.2207";"0.7875";"19.6883";"9.3793"
"";"5.1000";"4.2374";"0.7891";"19.7272";"9.4163"
"";"5.1200";"4.2541";"0.7906";"19.7661";"9.4535"
"";"5.1400";"4.2706";"0.7922";"19.8038";"9.4903"
"";"5.1600";"4.2873";"0.7936";"19.8407";"9.5274"
"";"5.1800";"4.3040";"0.7951";"19.8764";"9.5645"
"";"5.2000";"4.3207";"0.7966";"19.9139";"9.6016"
"";"5.2200";"4.3375";"0.7981";"19.9517";"9.6389"
"";"5.2400";"4.3541";"0.7995";"19.9885";"9.6758"
"";"5.2600";"4.3707";"0.8010";"20.0239";"9.7127"
"";"5.2800";"4.3874";"0.8023";"20.0582";"9.7498"
"";"5.3000";"4.4040";"0.8037";"20.0929";"9.7867"
"";"5.3200";"4.4207";"0.8051";"20.1276";"9.8238"
"";"5.3400";"4.4373";"0.8065";"20.1615";"9.8608"
"";"5.3600";"4.4539";"0.8078";"20.1950";"9.8975"
"";"5.3800";"4.4706";"0.8091";"20.2276";"9.9347"
"";"5.4000";"4.4874";"0.8105";"20.2616";"9.9719"
"";"5.4200";"4.5041";"0.8118";"20.2958";"10.0091"
"";"5.4400";"4.5208";"0.8131";"20.3273";"10.0461"
